Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Forma jurídica;Número de sociedades y capital (en miles de euros);Periodo;Total
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2015;10991
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2014;11206
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2013;11077
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2012;10336
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2011;9758
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2010;9356
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2009;8822
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2008;11901
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2007;16371
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2006;17825
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2005;17136
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2004;16011
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2003;14393
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2002;13224
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2001;12526
Total Nacional;10 Comunitat Valenciana;;Total;Número de Sociedades;2000;12795
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2023;1682299
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2022;1027213
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2021;671769
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2020;439213
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2019;1120314
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2018;803695
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2017;752579
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2016;753292
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2015;578110
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2014;366128
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2013;595888
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2012;598584
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2011;530451
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2010;847047
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2009;392614
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2008;1394399
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2007;729566
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2006;949581
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2005;1126338
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2004;847834
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2003;708001
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2002;557105
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2001;614785
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) suscrito;2000;600757
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2023;1681628
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2022;1025466
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2021;652129
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2020;438010
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2019;1120134
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2018;801925
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2017;752294
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2016;752362
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2015;577890
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2014;363499
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2013;593501
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2012;597004
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2011;526523
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2010;839488
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2009;391378
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2008;1371690
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2007;695177
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2006;924718
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2005;1050632
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2004;794855
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2003;672134
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2002;534274
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2001;590810
Total Nacional;10 Comunitat Valenciana;;Total;capital (en miles de euros) desembolsado;2000;29805828
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2023;20
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2022;22
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2021;27
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2020;19
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2019;23
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2018;18
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2017;29
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2016;26
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2015;36
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2014;32
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2013;36
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2012;50
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2011;59
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2010;78
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2009;76
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2008;89
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2007;113
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2006;181
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2005;178
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2004;195
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2003;239
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2002;230
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2001;261
Total Nacional;10 Comunitat Valenciana;;SA;Número de Sociedades;2000;284
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2023;10832
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2022;7930
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2021;30083
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2020;14176
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2019;11035
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2018;50768
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2017;3921
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2016;295871
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2015;5811
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2014;17676
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2013;7557
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2012;6829
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2011;17017
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2010;33864
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2009;23951
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2008;39815
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2007;68742
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2006;152508
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2005;150862
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2004;102494
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2003;111110
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2002;120219
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2001;93403
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) suscrito;2000;125159
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2023;10161
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2022;6183
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2021;10444
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2020;12973
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2019;10855
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2018;48998
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2017;3636
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2016;294942
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2015;5591
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2014;15047
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2013;5171
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2012;5250
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2011;13089
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2010;26303
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2009;22715
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2008;17106
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2007;34353
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2006;127645
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2005;75156
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2004;49514
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2003;75242
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2002;97387
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2001;69428
Total Nacional;10 Comunitat Valenciana;;SA;capital (en miles de euros) desembolsado;2000;1301075
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2023;13397
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2022;11866
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2021;11823
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2020;9488
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2019;10951
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2018;11125
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2017;10816
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2016;11121
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2015;10955
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2014;11173
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2013;11041
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2012;10286
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2011;9699
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2010;9278
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2009;8746
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2008;11811
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2007;16257
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2006;17644
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2005;16957
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2004;15816
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2003;14151
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2002;12992
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2001;12265
Total Nacional;10 Comunitat Valenciana;;SL;Número de Sociedades;2000;12508
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2023;1671467
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2022;1019283
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2021;641686
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2020;425037
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2019;1109222
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2018;752925
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2017;748658
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2016;457420
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2015;572299
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2014;348449
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2013;588332
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2012;591754
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2011;513433
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2010;813182
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2009;368663
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2008;1354583
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2007;660820
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2006;797073
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2005;975176
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2004;745340
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2003;596881
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2002;430866
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2001;521383
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) suscrito;2000;475524
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2023;1671467
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2022;1019283
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2021;641686
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2020;425037
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2019;1109222
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2018;752925
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2017;748658
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2016;457420
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2015;572299
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2014;348449
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2013;588332
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2012;591754
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2011;513433
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2010;813182
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2009;368663
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2008;1354583
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2007;660820
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2006;797073
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2005;975176
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2004;745340
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2003;596881
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2002;430866
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2001;521383
Total Nacional;10 Comunitat Valenciana;;SL;capital (en miles de euros) desembolsado;2000;28504753
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2023;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2022;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2021;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2020;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2019;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2018;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2017;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2016;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2015;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2014;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2013;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2012;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2011;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2010;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2009;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2008;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2007;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2006;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2005;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2004;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2003;3
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2002;2
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2001;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;Número de Sociedades;2000;3
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2023;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2022;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2021;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2020;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2019;57
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2018;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2017;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2016;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2015;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2014;3
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2013;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2012;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2011;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2010;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2009;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2008;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2007;3
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2006;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2005;300
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2004;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2003;10
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2002;6021
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2001;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2000;74
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2023;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2022;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2021;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2020;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2019;57
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2018;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2017;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2016;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2015;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2014;3
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2013;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2012;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2011;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2010;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2009;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2008;1
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2007;3
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2006;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2005;300
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2004;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2003;10
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2002;6021
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2001;0
Total Nacional;10 Comunitat Valenciana;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2000;1
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2023;5552
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2022;5134
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2021;4915
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2020;3963
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2019;4688
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2018;4813
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2017;4738
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2016;4860
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2015;4786
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2014;4820
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2013;4914
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2012;4472
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2011;4183
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2010;3953
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2009;3875
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2008;4868
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2007;6678
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2006;7179
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2005;7333
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2004;7466
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2003;6560
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Total;Número de Sociedades;2002;6296
