Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Forma jurídica;Número de sociedades y capital (en miles de euros);Periodo;Total
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2007;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2006;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2005;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2004;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2003;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2002;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2001;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2000;6
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2023;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2022;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2021;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2020;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2019;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2018;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2017;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2016;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2015;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2014;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2013;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2012;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2011;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2010;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2009;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2008;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2007;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2006;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2005;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2004;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2003;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2002;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2001;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2000;332
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2023;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2022;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2021;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2020;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2019;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2018;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2017;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2016;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2015;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2014;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2013;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2012;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2011;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2010;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2009;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2008;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2007;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2006;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2005;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2004;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2003;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2002;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2001;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2000;3
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2023;392
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2022;391
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2021;362
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2020;320
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2019;339
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2018;429
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2017;384
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2016;456
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2015;368
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2014;435
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2013;437
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2012;393
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2011;420
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2010;410
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2009;365
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2008;685
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2007;686
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2006;777
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2005;631
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2004;526
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2003;516
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2002;481
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2001;412
Total Nacional;12 Galicia;27 Lugo;Total;Número de Sociedades;2000;486
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2023;17411
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2022;13662
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2021;22714
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2020;18508
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2019;19094
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2018;26053
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2017;12505
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2016;10589
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2015;11417
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2014;18463
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2013;15218
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2012;17704
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2011;12472
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2010;24540
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2009;11751
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2008;17317
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2007;22371
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2006;32319
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2005;36221
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2004;11342
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2003;26493
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2002;22418
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2001;45503
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) suscrito;2000;20066
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2023;17411
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2022;13662
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2021;22714
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2020;18508
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2019;19094
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2018;26053
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2017;12505
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2016;10589
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2015;11417
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2014;18418
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2013;15218
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2012;17704
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2011;12425
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2010;24232
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2009;11736
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2008;17221
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2007;22371
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2006;27126
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2005;35906
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2004;11342
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2003;25862
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2002;22277
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2001;45341
Total Nacional;12 Galicia;27 Lugo;Total;capital (en miles de euros) desembolsado;2000;4200200
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2023;0
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2022;0
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2021;0
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2020;0
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2019;0
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2018;1
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2017;0
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2016;2
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2015;0
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2014;3
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2013;1
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2012;1
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2011;6
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2010;6
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2009;1
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2008;2
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2007;3
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2006;6
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2005;7
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2004;5
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2003;15
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2002;5
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2001;4
Total Nacional;12 Galicia;27 Lugo;SA;Número de Sociedades;2000;7
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2023;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2022;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2021;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2020;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2019;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2018;165
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2017;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2016;680
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2015;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2014;305
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2013;3022
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2012;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2011;425
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2010;1035
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2009;60
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2008;128
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2007;515
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2006;7836
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2005;3266
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2004;317
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2003;2229
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2002;369
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2001;278
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) suscrito;2000;424
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2023;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2022;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2021;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2020;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2019;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2018;165
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2017;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2016;680
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2015;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2014;260
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2013;3022
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2012;0
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2011;379
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2010;727
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2009;45
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2008;32
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2007;515
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2006;2643
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2005;2951
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2004;317
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2003;1598
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2002;228
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2001;116
Total Nacional;12 Galicia;27 Lugo;SA;capital (en miles de euros) desembolsado;2000;4
Total Nacional;12 Galicia;27 Lugo;SL;Número de Sociedades;2023;388
Total Nacional;12 Galicia;27 Lugo;SL;Número de Sociedades;2022;388
Total Nacional;12 Galicia;27 Lugo;SL;Número de Sociedades;2021;362
Total Nacional;12 Galicia;27 Lugo;SL;Número de Sociedades;2020;318
Total Nacional;12 Galicia;27 Lugo;SL;Número de Sociedades;2019;339
Total Nacional;12 Galicia;27 Lugo;SL;Número de Sociedades;2018;427
Total Nacional;12 Galicia;27 Lugo;SL;Número de Sociedades;2017;379
Total Nacional;12 Galicia;27 Lugo;SL;Número de Sociedades;2016;446
Total Nacional;12 Galicia;27 Lugo;SL;Número de Sociedades;2015;366
