Región Geográfica;Comunidades y Ciudades Autónomas;Índice y tasas;Periodo;Total
Nacional;13 Madrid, Comunidad de;Índice;2018M03;100,565
Nacional;13 Madrid, Comunidad de;Índice;2018M02;99,597
Nacional;13 Madrid, Comunidad de;Índice;2018M01;86,987
Nacional;13 Madrid, Comunidad de;Índice;2017M12;109,793
Nacional;13 Madrid, Comunidad de;Índice;2017M11;102,805
Nacional;13 Madrid, Comunidad de;Índice;2017M10;105,957
Nacional;13 Madrid, Comunidad de;Índice;2017M09;102,485
Nacional;13 Madrid, Comunidad de;Índice;2017M08;70,652
Nacional;13 Madrid, Comunidad de;Índice;2017M07;101,672
Nacional;13 Madrid, Comunidad de;Índice;2017M06;106,98
Nacional;13 Madrid, Comunidad de;Índice;2017M05;104,669
Nacional;13 Madrid, Comunidad de;Índice;2017M04;92,881
Nacional;13 Madrid, Comunidad de;Índice;2017M03;108,657
Nacional;13 Madrid, Comunidad de;Índice;2017M02;96,523
Nacional;13 Madrid, Comunidad de;Índice;2017M01;82,534
Nacional;13 Madrid, Comunidad de;Índice;2016M12;108,745
Nacional;13 Madrid, Comunidad de;Índice;2016M11;102,379
Nacional;13 Madrid, Comunidad de;Índice;2016M10;93,453
Nacional;13 Madrid, Comunidad de;Índice;2016M09;98,761
Nacional;13 Madrid, Comunidad de;Índice;2016M08;67,966
Nacional;13 Madrid, Comunidad de;Índice;2016M07;100,47
Nacional;13 Madrid, Comunidad de;Índice;2016M06;104,178
Nacional;13 Madrid, Comunidad de;Índice;2016M05;94,51
Nacional;13 Madrid, Comunidad de;Índice;2016M04;95,146
Nacional;13 Madrid, Comunidad de;Índice;2016M03;100,673
Nacional;13 Madrid, Comunidad de;Índice;2016M02;91,028
Nacional;13 Madrid, Comunidad de;Índice;2016M01;76,661
Nacional;13 Madrid, Comunidad de;Índice;2015M12;97,857
Nacional;13 Madrid, Comunidad de;Índice;2015M11;98,006
Nacional;13 Madrid, Comunidad de;Índice;2015M10;94,808
Nacional;13 Madrid, Comunidad de;Índice;2015M09;101,084
Nacional;13 Madrid, Comunidad de;Índice;2015M08;62,562
Nacional;13 Madrid, Comunidad de;Índice;2015M07;108,423
Nacional;13 Madrid, Comunidad de;Índice;2015M06;102,948
Nacional;13 Madrid, Comunidad de;Índice;2015M05;97,464
Nacional;13 Madrid, Comunidad de;Índice;2015M04;90,429
Nacional;13 Madrid, Comunidad de;Índice;2015M03;97,306
Nacional;13 Madrid, Comunidad de;Índice;2015M02;96,959
Nacional;13 Madrid, Comunidad de;Índice;2015M01;79,161
Nacional;13 Madrid, Comunidad de;Índice;2014M12;101,598
Nacional;13 Madrid, Comunidad de;Índice;2014M11;91,804
Nacional;13 Madrid, Comunidad de;Índice;2014M10;101,079
Nacional;13 Madrid, Comunidad de;Índice;2014M09;98,195
Nacional;13 Madrid, Comunidad de;Índice;2014M08;58,841
Nacional;13 Madrid, Comunidad de;Índice;2014M07;100,046
Nacional;13 Madrid, Comunidad de;Índice;2014M06;93,328
Nacional;13 Madrid, Comunidad de;Índice;2014M05;86,618
Nacional;13 Madrid, Comunidad de;Índice;2014M04;95,087
Nacional;13 Madrid, Comunidad de;Índice;2014M03;101,69
Nacional;13 Madrid, Comunidad de;Índice;2014M02;86,947
Nacional;13 Madrid, Comunidad de;Índice;2014M01;75,91
Nacional;13 Madrid, Comunidad de;Índice;2013M12;102,141
Nacional;13 Madrid, Comunidad de;Índice;2013M11;93,534
Nacional;13 Madrid, Comunidad de;Índice;2013M10;98,434
Nacional;13 Madrid, Comunidad de;Índice;2013M09;89,627
Nacional;13 Madrid, Comunidad de;Índice;2013M08;58,22
Nacional;13 Madrid, Comunidad de;Índice;2013M07;103,591
Nacional;13 Madrid, Comunidad de;Índice;2013M06;91,99
Nacional;13 Madrid, Comunidad de;Índice;2013M05;98,468
Nacional;13 Madrid, Comunidad de;Índice;2013M04;91,851
Nacional;13 Madrid, Comunidad de;Índice;2013M03;97,416
Nacional;13 Madrid, Comunidad de;Índice;2013M02;92,549
Nacional;13 Madrid, Comunidad de;Índice;2013M01;84,395
Nacional;13 Madrid, Comunidad de;Índice;2012M12;104,632
Nacional;13 Madrid, Comunidad de;Índice;2012M11;105,248
Nacional;13 Madrid, Comunidad de;Índice;2012M10;99,979
Nacional;13 Madrid, Comunidad de;Índice;2012M09;95,172
Nacional;13 Madrid, Comunidad de;Índice;2012M08;68,163
Nacional;13 Madrid, Comunidad de;Índice;2012M07;107,319
Nacional;13 Madrid, Comunidad de;Índice;2012M06;100,019
Nacional;13 Madrid, Comunidad de;Índice;2012M05;104,296
Nacional;13 Madrid, Comunidad de;Índice;2012M04;89,4
Nacional;13 Madrid, Comunidad de;Índice;2012M03;104,128
Nacional;13 Madrid, Comunidad de;Índice;2012M02;107,673
Nacional;13 Madrid, Comunidad de;Índice;2012M01;87,175
Nacional;13 Madrid, Comunidad de;Índice;2011M12;119,783
Nacional;13 Madrid, Comunidad de;Índice;2011M11;108,188
Nacional;13 Madrid, Comunidad de;Índice;2011M10;100,28
Nacional;13 Madrid, Comunidad de;Índice;2011M09;119,017
Nacional;13 Madrid, Comunidad de;Índice;2011M08;70,824
Nacional;13 Madrid, Comunidad de;Índice;2011M07;107,424
Nacional;13 Madrid, Comunidad de;Índice;2011M06;115,573
Nacional;13 Madrid, Comunidad de;Índice;2011M05;105,377
Nacional;13 Madrid, Comunidad de;Índice;2011M04;107,019
Nacional;13 Madrid, Comunidad de;Índice;2011M03;123,155
Nacional;13 Madrid, Comunidad de;Índice;2011M02;102,126
Nacional;13 Madrid, Comunidad de;Índice;2011M01;91,845
Nacional;13 Madrid, Comunidad de;Índice;2010M12;111,882
Nacional;13 Madrid, Comunidad de;Índice;2010M11;114,592
Nacional;13 Madrid, Comunidad de;Índice;2010M10;105,871
Nacional;13 Madrid, Comunidad de;Índice;2010M09;109,793
Nacional;13 Madrid, Comunidad de;Índice;2010M08;70,884
Nacional;13 Madrid, Comunidad de;Índice;2010M07;113,025
Nacional;13 Madrid, Comunidad de;Índice;2010M06;112,846
Nacional;13 Madrid, Comunidad de;Índice;2010M05;105,238
Nacional;13 Madrid, Comunidad de;Índice;2010M04;104,47
Nacional;13 Madrid, Comunidad de;Índice;2010M03;115,724
Nacional;13 Madrid, Comunidad de;Índice;2010M02;101,703
Nacional;13 Madrid, Comunidad de;Índice;2010M01;90,2
Nacional;13 Madrid, Comunidad de;Índice;2009M12;
Nacional;13 Madrid, Comunidad de;Índice;2009M11;
Nacional;13 Madrid, Comunidad de;Índice;2009M10;
Nacional;13 Madrid, Comunidad de;Índice;2009M09;
Nacional;13 Madrid, Comunidad de;Índice;2009M08;
Nacional;13 Madrid, Comunidad de;Índice;2009M07;
Nacional;13 Madrid, Comunidad de;Índice;2009M06;
Nacional;13 Madrid, Comunidad de;Índice;2009M05;
Nacional;13 Madrid, Comunidad de;Índice;2009M04;
Nacional;13 Madrid, Comunidad de;Índice;2009M03;
Nacional;13 Madrid, Comunidad de;Índice;2009M02;
Nacional;13 Madrid, Comunidad de;Índice;2009M01;
Nacional;13 Madrid, Comunidad de;Índice;2008M12;
Nacional;13 Madrid, Comunidad de;Índice;2008M11;
Nacional;13 Madrid, Comunidad de;Índice;2008M10;
Nacional;13 Madrid, Comunidad de;Índice;2008M09;
Nacional;13 Madrid, Comunidad de;Índice;2008M08;
Nacional;13 Madrid, Comunidad de;Índice;2008M07;
Nacional;13 Madrid, Comunidad de;Índice;2008M06;
Nacional;13 Madrid, Comunidad de;Índice;2008M05;
Nacional;13 Madrid, Comunidad de;Índice;2008M04;
Nacional;13 Madrid, Comunidad de;Índice;2008M03;
Nacional;13 Madrid, Comunidad de;Índice;2008M02;
Nacional;13 Madrid, Comunidad de;Índice;2008M01;
Nacional;13 Madrid, Comunidad de;Índice;2007M12;
Nacional;13 Madrid, Comunidad de;Índice;2007M11;
Nacional;13 Madrid, Comunidad de;Índice;2007M10;
Nacional;13 Madrid, Comunidad de;Índice;2007M09;
Nacional;13 Madrid, Comunidad de;Índice;2007M08;
Nacional;13 Madrid, Comunidad de;Índice;2007M07;
Nacional;13 Madrid, Comunidad de;Índice;2007M06;
Nacional;13 Madrid, Comunidad de;Índice;2007M05;
Nacional;13 Madrid, Comunidad de;Índice;2007M04;
Nacional;13 Madrid, Comunidad de;Índice;2007M03;
Nacional;13 Madrid, Comunidad de;Índice;2007M02;
Nacional;13 Madrid, Comunidad de;Índice;2007M01;
Nacional;13 Madrid, Comunidad de;Índice;2006M12;
Nacional;13 Madrid, Comunidad de;Índice;2006M11;
Nacional;13 Madrid, Comunidad de;Índice;2006M10;
Nacional;13 Madrid, Comunidad de;Índice;2006M09;
Nacional;13 Madrid, Comunidad de;Índice;2006M08;
Nacional;13 Madrid, Comunidad de;Índice;2006M07;
Nacional;13 Madrid, Comunidad de;Índice;2006M06;
Nacional;13 Madrid, Comunidad de;Índice;2006M05;
Nacional;13 Madrid, Comunidad de;Índice;2006M04;
Nacional;13 Madrid, Comunidad de;Índice;2006M03;
Nacional;13 Madrid, Comunidad de;Índice;2006M02;
Nacional;13 Madrid, Comunidad de;Índice;2006M01;
Nacional;13 Madrid, Comunidad de;Índice;2005M12;
Nacional;13 Madrid, Comunidad de;Índice;2005M11;
Nacional;13 Madrid, Comunidad de;Índice;2005M10;
Nacional;13 Madrid, Comunidad de;Índice;2005M09;
Nacional;13 Madrid, Comunidad de;Índice;2005M08;
Nacional;13 Madrid, Comunidad de;Índice;2005M07;
Nacional;13 Madrid, Comunidad de;Índice;2005M06;
Nacional;13 Madrid, Comunidad de;Índice;2005M05;
Nacional;13 Madrid, Comunidad de;Índice;2005M04;
Nacional;13 Madrid, Comunidad de;Índice;2005M03;
Nacional;13 Madrid, Comunidad de;Índice;2005M02;
Nacional;13 Madrid, Comunidad de;Índice;2005M01;
Nacional;13 Madrid, Comunidad de;Índice;2004M12;
Nacional;13 Madrid, Comunidad de;Índice;2004M11;
Nacional;13 Madrid, Comunidad de;Índice;2004M10;
Nacional;13 Madrid, Comunidad de;Índice;2004M09;
Nacional;13 Madrid, Comunidad de;Índice;2004M08;
Nacional;13 Madrid, Comunidad de;Índice;2004M07;
Nacional;13 Madrid, Comunidad de;Índice;2004M06;
Nacional;13 Madrid, Comunidad de;Índice;2004M05;
Nacional;13 Madrid, Comunidad de;Índice;2004M04;
Nacional;13 Madrid, Comunidad de;Índice;2004M03;
Nacional;13 Madrid, Comunidad de;Índice;2004M02;
Nacional;13 Madrid, Comunidad de;Índice;2004M01;
Nacional;13 Madrid, Comunidad de;Índice;2003M12;
Nacional;13 Madrid, Comunidad de;Índice;2003M11;
Nacional;13 Madrid, Comunidad de;Índice;2003M10;
Nacional;13 Madrid, Comunidad de;Índice;2003M09;
Nacional;13 Madrid, Comunidad de;Índice;2003M08;
Nacional;13 Madrid, Comunidad de;Índice;2003M07;
Nacional;13 Madrid, Comunidad de;Índice;2003M06;
Nacional;13 Madrid, Comunidad de;Índice;2003M05;
Nacional;13 Madrid, Comunidad de;Índice;2003M04;
Nacional;13 Madrid, Comunidad de;Índice;2003M03;
Nacional;13 Madrid, Comunidad de;Índice;2003M02;
Nacional;13 Madrid, Comunidad de;Índice;2003M01;
Nacional;13 Madrid, Comunidad de;Índice;2002M12;
Nacional;13 Madrid, Comunidad de;Índice;2002M11;
Nacional;13 Madrid, Comunidad de;Índice;2002M10;
Nacional;13 Madrid, Comunidad de;Índice;2002M09;
Nacional;13 Madrid, Comunidad de;Índice;2002M08;
Nacional;13 Madrid, Comunidad de;Índice;2002M07;
Nacional;13 Madrid, Comunidad de;Índice;2002M06;
Nacional;13 Madrid, Comunidad de;Índice;2002M05;
Nacional;13 Madrid, Comunidad de;Índice;2002M04;
Nacional;13 Madrid, Comunidad de;Índice;2002M03;
Nacional;13 Madrid, Comunidad de;Índice;2002M02;
Nacional;13 Madrid, Comunidad de;Índice;2002M01;
Nacional;13 Madrid, Comunidad de;Variación mensual;2025M05;-1,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2025M04;-7,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2025M03;10,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2025M02;16,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2025M01;-30,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M12;7,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M11;9,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M10;1,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M09;52,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M08;-34,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M07;-0,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M06;4,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M05;-11,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M04;18,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M03;-0,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M02;8,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2024M01;-14,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M12;-7,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M11;5,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M10;0
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M09;53
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M08;-28,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M07;-11,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M06;-8,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M05;30,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M04;-19,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M03;21,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M02;11,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2023M01;-19,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M12;-8,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M11;17
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M10;-2,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M09;39
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M08;-30,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M07;-6
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M06;14,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M05;10
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M04;-17,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M03;20,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M02;17,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2022M01;-19,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M12;-4,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M11;21,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M10;-8,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M09;42,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M08;-28,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M07;-2,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M06;11,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M05;0,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M04;-13,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M03;25,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M02;20,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2021M01;-24
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M12;1,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M11;-6,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M10;6,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M09;60,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M08;-38,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M07;4,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M06;22,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M05;10,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M04;-30,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M03;5,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M02;7,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2020M01;-21,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M12;6,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M11;-7
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M10;7,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M09;49,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M08;-39,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M07;9,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M06;-0,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M05;7,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M04;-10,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M03;5
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M02;21,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2019M01;-17,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M12;-10,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M11;0
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M10;21,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M09;33,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M08;-30,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M07;-3,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M06;4,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M05;5,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M04;-2
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M03;1
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M02;14,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2018M01;-20,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M12;6,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M11;-3
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M10;3,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M09;45,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M08;-30,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M07;-5
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M06;2,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M05;12,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M04;-14,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M03;12,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M02;16,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2017M01;-24,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M12;6,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M11;9,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M10;-5,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M09;45,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M08;-32,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M07;-3,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M06;10,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M05;-0,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M04;-5,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M03;10,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M02;18,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2016M01;-21,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M12;-0,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M11;3,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M10;-6,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M09;61,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M08;-42,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M07;5,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M06;5,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M05;7,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M04;-7,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M03;0,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M02;22,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2015M01;-22,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M12;10,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M11;-9,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M10;2,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M09;66,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M08;-41,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M07;7,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M06;7,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M05;-8,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M04;-6,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M03;17
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M02;14,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2014M01;-25,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M12;9,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M11;-5
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M10;9,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M09;53,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M08;-43,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M07;12,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M06;-6,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M05;7,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M04;-5,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M03;5,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M02;9,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2013M01;-19,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M12;-0,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M11;5,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M10;5,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M09;39,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M08;-36,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M07;7,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M06;-4,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M05;16,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M04;-14,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M03;-3,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M02;23,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2012M01;-27,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M12;10,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M11;7,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M10;-15,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M09;68
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M08;-34,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M07;-7,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M06;9,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M05;-1,5
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M04;-13,1
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M03;20,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M02;11,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2011M01;-17,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M12;-2,4
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M11;8,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M10;-3,6
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M09;54,9
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M08;-37,3
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M07;0,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M06;7,2
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M05;0,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M04;-9,7
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M03;13,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M02;12,8
Nacional;13 Madrid, Comunidad de;Variación mensual;2010M01;..
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M12;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M11;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M10;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M09;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M08;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M07;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M06;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M05;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M04;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M03;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M02;
Nacional;13 Madrid, Comunidad de;Variación mensual;2009M01;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M12;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M11;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M10;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M09;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M08;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M07;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M06;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M05;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M04;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M03;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M02;
Nacional;13 Madrid, Comunidad de;Variación mensual;2008M01;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M12;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M11;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M10;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M09;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M08;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M07;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M06;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M05;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M04;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M03;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M02;
Nacional;13 Madrid, Comunidad de;Variación mensual;2007M01;
Nacional;13 Madrid, Comunidad de;Variación mensual;2006M12;
Nacional;13 Madrid, Comunidad de;Variación mensual;2006M11;
Nacional;13 Madrid, Comunidad de;Variación mensual;2006M10;
Nacional;13 Madrid, Comunidad de;Variación mensual;2006M09;
Nacional;13 Madrid, Comunidad de;Variación mensual;2006M08;
Nacional;13 Madrid, Comunidad de;Variación mensual;2006M07;
Nacional;13 Madrid, Comunidad de;Variación mensual;2006M06;
Nacional;13 Madrid, Comunidad de;Variación mensual;2006M05;
Nacional;13 Madrid, Comunidad de;Variación mensual;2006M04;
Nacional;13 Madrid, Comunidad de;Variación mensual;2006M03;
