MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Alemanya,Alemania,DE,No,No,NO,-87.46,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,1449,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,84444,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,82994,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,-90.62,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,-50.46,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,-46.46,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,348,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,5409,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,5061,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,-98.65,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,-92.20,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,-88.39,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,3536,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,17873,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,14337,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,-95.39,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,-93.03,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,-92.02,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,França,Francia,FR,Sí,Sí,SI,2605,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,França,Francia,FR,Total,Total,_T,17700,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,França,Francia,FR,No,No,NO,15095,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,França,Francia,FR,Sí,Sí,SI,-87.51,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,França,Francia,FR,Total,Total,_T,-72.70,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,França,Francia,FR,No,No,NO,-65.68,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Regne Unit,Reino Unido,GB,Sí,Sí,SI,1316,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Regne Unit,Reino Unido,GB,Total,Total,_T,10303,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Regne Unit,Reino Unido,GB,No,No,NO,8987,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Regne Unit,Reino Unido,GB,Sí,Sí,SI,-99.42,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Regne Unit,Reino Unido,GB,Total,Total,_T,-96.95,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Regne Unit,Reino Unido,GB,No,No,NO,-91.75,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Itàlia,Italia,IT,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Itàlia,Italia,IT,Total,Total,_T,2684,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Itàlia,Italia,IT,No,No,NO,2591,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Itàlia,Italia,IT,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Itàlia,Italia,IT,Total,Total,_T,-91.03,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Itàlia,Italia,IT,No,No,NO,-89.56,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,34623,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,290692,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,256069,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,-96.34,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,-87.39,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,-81.17,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,21651,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,119145,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,97494,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,-97.62,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,-94.06,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,-91.10,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Alemanya,Alemania,DE,Sí,Sí,SI,2975,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Alemanya,Alemania,DE,Total,Total,_T,26919,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Alemanya,Alemania,DE,No,No,NO,23944,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Alemanya,Alemania,DE,Sí,Sí,SI,-99.10,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Alemanya,Alemania,DE,Total,Total,_T,-95.83,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Alemanya,Alemania,DE,No,No,NO,-92.43,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,12972,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,171547,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,158574,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,-62.79,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,-42.69,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,-40.03,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,5934,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,5576,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,-94.34,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,-88.25,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,7418,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,27867,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,20448,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,-95.84,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,-93.83,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,-92.53,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,França,Francia,FR,Sí,Sí,SI,5665,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,França,Francia,FR,Total,Total,_T,20769,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,França,Francia,FR,No,No,NO,15104,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,França,Francia,FR,Sí,Sí,SI,-81.42,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,França,Francia,FR,Total,Total,_T,-78.07,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,França,Francia,FR,No,No,NO,-76.48,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Regne Unit,Reino Unido,GB,Sí,Sí,SI,2368,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Regne Unit,Reino Unido,GB,Total,Total,_T,23500,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Regne Unit,Reino Unido,GB,No,No,NO,21132,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Regne Unit,Reino Unido,GB,Sí,Sí,SI,-99.17,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Regne Unit,Reino Unido,GB,Total,Total,_T,-96.13,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Regne Unit,Reino Unido,GB,No,No,NO,-93.44,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Itàlia,Italia,IT,Sí,Sí,SI,2867,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Itàlia,Italia,IT,Total,Total,_T,14157,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2020,09/2020,2020-M09,Itàlia,Italia,IT,No,No,NO,11290,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Itàlia,Italia,IT,Sí,Sí,SI,-90.85,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Itàlia,Italia,IT,Total,Total,_T,-86.19,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2020,09/2020,2020-M09,Itàlia,Italia,IT,No,No,NO,-84.14,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,177921,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,880928,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,703007,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,-84.73,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,-67.69,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,-54.97,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,143792,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,453636,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,309844,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,-86.91,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,-79.90,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,-73.25,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Alemanya,Alemania,DE,Sí,Sí,SI,47672,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Alemanya,Alemania,DE,Total,Total,_T,138988,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Alemanya,Alemania,DE,No,No,NO,91317,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Alemanya,Alemania,DE,Sí,Sí,SI,-85.15,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Alemanya,Alemania,DE,Total,Total,_T,-76.59,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Alemanya,Alemania,DE,No,No,NO,-66.50,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,34128,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,427291,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,393163,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,-48.76,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,-8.99,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,-2.41,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2020,08/2020,2020-M08,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,2461,,,Valor normal,Valor normal,A,,
