MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es
Turistes,Turistas,TURISTAS,2020,2020,2020,Regne Unit,Reino Unido,GB,Total,Total,_T,224566,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Regne Unit,Reino Unido,GB,No,No,NO,180272,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Regne Unit,Reino Unido,GB,Sí,Sí,SI,-97.75,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Regne Unit,Reino Unido,GB,Total,Total,_T,-93.92,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Regne Unit,Reino Unido,GB,No,No,NO,-89.52,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Itàlia,Italia,IT,Sí,Sí,SI,19920,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Itàlia,Italia,IT,Total,Total,_T,114536,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Itàlia,Italia,IT,No,No,NO,94616,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Itàlia,Italia,IT,Sí,Sí,SI,-91.84,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Itàlia,Italia,IT,Total,Total,_T,-84.27,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Itàlia,Italia,IT,No,No,NO,-80.45,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,1459,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,60762,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,59303,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,-92.99,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,-74.34,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,-72.54,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,1366,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,22099,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,20732,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,-92.88,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,-82.30,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,-80.38,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Alemanya,Alemania,DE,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Alemanya,Alemania,DE,Total,Total,_T,8398,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Alemanya,Alemania,DE,No,No,NO,8215,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Alemanya,Alemania,DE,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Alemanya,Alemania,DE,Total,Total,_T,-87.83,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Alemanya,Alemania,DE,No,No,NO,-85.12,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,38663,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,38570,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,-65.46,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,-65.04,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,931,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,894,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,-79.18,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,-79.02,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,9244,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,8185,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,-61.75,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,-60.44,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,França,Francia,FR,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,França,Francia,FR,Total,Total,_T,1887,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,França,Francia,FR,No,No,NO,1803,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,França,Francia,FR,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,França,Francia,FR,Total,Total,_T,-77.52,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,França,Francia,FR,No,No,NO,-78.06,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Regne Unit,Reino Unido,GB,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Regne Unit,Reino Unido,GB,Total,Total,_T,1190,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Regne Unit,Reino Unido,GB,No,No,NO,1190,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Regne Unit,Reino Unido,GB,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Regne Unit,Reino Unido,GB,Total,Total,_T,-92.27,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Regne Unit,Reino Unido,GB,No,No,NO,-91.46,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Itàlia,Italia,IT,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Itàlia,Italia,IT,Total,Total,_T,450,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Itàlia,Italia,IT,No,No,NO,445,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Itàlia,Italia,IT,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Itàlia,Italia,IT,Total,Total,_T,-86.85,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Itàlia,Italia,IT,No,No,NO,-86.66,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,1320,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,53060,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,51739,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,-95.84,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,-81.98,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,-80.31,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,1126,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,20103,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,18977,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,-96.20,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,-89.00,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,-87.60,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Alemanya,Alemania,DE,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Alemanya,Alemania,DE,Total,Total,_T,8814,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Alemanya,Alemania,DE,No,No,NO,8772,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Alemanya,Alemania,DE,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Alemanya,Alemania,DE,Total,Total,_T,-91.86,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Alemanya,Alemania,DE,No,No,NO,-90.14,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,32957,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,32763,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,-70.52,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,-70.13,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,1313,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,1101,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,-81.93,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,-81.33,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,715,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,6319,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,5604,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,-84.16,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,-83.20,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,-83.06,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,França,Francia,FR,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,França,Francia,FR,Total,Total,_T,1140,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,França,Francia,FR,No,No,NO,1071,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,França,Francia,FR,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,França,Francia,FR,Total,Total,_T,-86.76,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,França,Francia,FR,No,No,NO,-86.69,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Regne Unit,Reino Unido,GB,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Regne Unit,Reino Unido,GB,Total,Total,_T,2132,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Regne Unit,Reino Unido,GB,No,No,NO,2048,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Regne Unit,Reino Unido,GB,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Regne Unit,Reino Unido,GB,Total,Total,_T,-86.17,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Regne Unit,Reino Unido,GB,No,No,NO,-82.58,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Itàlia,Italia,IT,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Itàlia,Italia,IT,Total,Total,_T,386,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Itàlia,Italia,IT,No,No,NO,380,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Itàlia,Italia,IT,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Itàlia,Italia,IT,Total,Total,_T,-93.09,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Itàlia,Italia,IT,No,No,NO,-92.85,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,10087,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,168638,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,158551,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,-98.33,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,-87.91,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,-79.96,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,8637,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,84194,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,75557,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,-98.53,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,-93.12,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,-88.12,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Alemanya,Alemania,DE,Sí,Sí,SI,740,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Alemanya,Alemania,DE,Total,Total,_T,30225,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Alemanya,Alemania,DE,No,No,NO,29486,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Alemanya,Alemania,DE,Sí,Sí,SI,-99.68,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Alemanya,Alemania,DE,Total,Total,_T,-93.52,,,Valor normal,Valor normal,A,,
