MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas,Turistes,TURISTAS,08/2020,08/2020,2020-M08,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,11187,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-37.55,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2020,08/2020,2020-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,650038,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2020,08/2020,2020-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-72.55,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2020,07/2020,2020-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,23770,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2020,07/2020,2020-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-55.57,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2020,07/2020,2020-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,89132,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2020,07/2020,2020-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-16.65,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2020,07/2020,2020-M07,Total,Total,_T,844088,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2020,07/2020,2020-M07,Total,Total,_T,-69.83,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2020,07/2020,2020-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,389315,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2020,07/2020,2020-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,-80.52,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2020,07/2020,2020-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,264753,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2020,07/2020,2020-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-25.65,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2020,07/2020,2020-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,166250,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2020,07/2020,2020-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-57.38,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2020,07/2020,2020-M07,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,167004,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2020,07/2020,2020-M07,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-29.42,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2020,07/2020,2020-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,8617,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2020,07/2020,2020-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-31.27,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2020,07/2020,2020-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,579335,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2020,07/2020,2020-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-76.27,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2020,06/2020,2020-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,2219,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2020,06/2020,2020-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-95.82,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2020,06/2020,2020-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,14195,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2020,06/2020,2020-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-85.66,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2020,06/2020,2020-M06,Total,Total,_T,79094,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2020,06/2020,2020-M06,Total,Total,_T,-96.73,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2020,06/2020,2020-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,15065,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2020,06/2020,2020-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,-99.14,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2020,06/2020,2020-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,38399,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2020,06/2020,2020-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-86.84,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2020,06/2020,2020-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,23411,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2020,06/2020,2020-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-92.60,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2020,06/2020,2020-M06,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,22418,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2020,06/2020,2020-M06,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-87.69,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2020,06/2020,2020-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,1786,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2020,06/2020,2020-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-83.27,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2020,06/2020,2020-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,40695,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2020,06/2020,2020-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-98.09,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2020,05/2020,2020-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2020,05/2020,2020-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,05/2020,05/2020,2020-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2020,05/2020,2020-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,05/2020,05/2020,2020-M05,Total,Total,_T,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2020,05/2020,2020-M05,Total,Total,_T,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,05/2020,05/2020,2020-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2020,05/2020,2020-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,05/2020,05/2020,2020-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2020,05/2020,2020-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,05/2020,05/2020,2020-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2020,05/2020,2020-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,05/2020,05/2020,2020-M05,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2020,05/2020,2020-M05,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,05/2020,05/2020,2020-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2020,05/2020,2020-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,05/2020,05/2020,2020-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2020,05/2020,2020-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Total,Total,_T,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Total,Total,_T,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,0,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-100.00,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,1615,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-89.88,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,28328,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-60.20,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Total,Total,_T,184193,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Total,Total,_T,-65.11,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,70203,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,-69.62,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,82738,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-61.49,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,29636,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-55.06,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,49495,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-62.56,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,4915,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-57.22,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,101455,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-67.59,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,2939,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,13.35,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,50255,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-5.35,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Total,Total,_T,305940,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Total,Total,_T,2.46,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,126702,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,10.19,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,143672,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-7.15,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,32628,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,24.18,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,90139,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-9.87,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,3277,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,162269,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,12.80,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,01/2020,01/2020,2020-M01,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,2823,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-10.41,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,01/2020,01/2020,2020-M01,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,34564,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-37.08,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,01/2020,01/2020,2020-M01,Total,Total,_T,241557,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Total,Total,_T,-9.25,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,01/2020,01/2020,2020-M01,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,57630,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,11.52,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,01/2020,01/2020,2020-M01,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,165057,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-12.01,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,01/2020,01/2020,2020-M01,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,16046,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-32.50,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,01/2020,01/2020,2020-M01,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,129451,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,0.09,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,01/2020,01/2020,2020-M01,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,1042,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-68.51,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,01/2020,01/2020,2020-M01,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,76499,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-2.67,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2019,2019,2019,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,319773,Valor normal,Valor normal,A,,,,
