MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-27.87,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2019,2019,2019,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,918125,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-11.89,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2019,2019,2019,Total,Total,_T,16475976,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Total,Total,_T,-0.46,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2019,2019,2019,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,11154664,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2.80,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2019,2019,2019,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,2946422,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-4.69,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2019,2019,2019,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,2055117,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-5.14,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2019,2019,2019,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,1914246,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-0.74,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2019,2019,2019,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,114052,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-5.54,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2019,2019,2019,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,13529554,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,0.51,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,2729,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-45.07,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,27181,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-49.93,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Total,Total,_T,236800,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Total,Total,_T,-18.10,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,76885,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,-2.63,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,135005,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-17.97,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,22181,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-45.42,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,105580,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-0.21,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,2244,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-50.08,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,101795,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-18.28,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,5284,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,3.51,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,39754,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-29.57,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Total,Total,_T,294523,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Total,Total,_T,-4.29,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,101384,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,10.73,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,143153,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-10.81,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,44702,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-11.60,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,97808,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-1.32,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,5591,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,13.10,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,151370,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2.81,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2019,10/2019,2019-M10,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,35859,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,15.93,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2019,10/2019,2019-M10,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,53621,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-39.91,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2019,10/2019,2019-M10,Total,Total,_T,1394954,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Total,Total,_T,-5.57,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2019,10/2019,2019-M10,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,1015370,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,-1.98,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2019,10/2019,2019-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,180935,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-22.70,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2019,10/2019,2019-M10,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,162791,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-7.70,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2019,10/2019,2019-M10,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,119232,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-10.62,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2019,10/2019,2019-M10,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,8082,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-29.28,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2019,10/2019,2019-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,1214020,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-2.35,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2019,09/2019,2019-M09,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,28485,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-66.09,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2019,09/2019,2019-M09,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,70258,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-11.41,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2019,09/2019,2019-M09,Total,Total,_T,2305780,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Total,Total,_T,-0.79,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2019,09/2019,2019-M09,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,1706407,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2.44,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2019,09/2019,2019-M09,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,286368,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,8.01,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2019,09/2019,2019-M09,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,284520,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-8.02,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2019,09/2019,2019-M09,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,204709,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,16.03,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2019,09/2019,2019-M09,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,11401,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,21.44,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2019,09/2019,2019-M09,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2019412,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-1.93,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2019,08/2019,2019-M08,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,50960,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-34.18,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2019,08/2019,2019-M08,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,105213,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-15.39,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2019,08/2019,2019-M08,Total,Total,_T,2726474,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Total,Total,_T,-0.88,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2019,08/2019,2019-M08,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2011632,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,8.46,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2019,08/2019,2019-M08,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,358805,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-16.29,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2019,08/2019,2019-M08,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,305078,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-21.74,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2019,08/2019,2019-M08,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,235678,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-17.57,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2019,08/2019,2019-M08,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,17914,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-2.65,Valor normal,Valor normal,A,,,,
