MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,0,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,0,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas,Turistes,TURISTAS,04/2020,04/2020,2020-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,0,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,-100.00,,,Valor no disponible,Valor no disponible,O,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,-100.00,,,Valor no disponible,Valor no disponible,O,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,-100.00,,,Valor no disponible,Valor no disponible,O,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2020,04/2020,2020-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,-100.00,,,Valor no disponible,Valor no disponible,O,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,1615,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,-89.88,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,,,,Valor no disponible,Valor no disponible,O,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,,,,Valor no disponible,Valor no disponible,O,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,,,,Valor no disponible,Valor no disponible,O,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,28328,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,20576,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,4327,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,3425,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,-60.20,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,-61.49,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,-39.66,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,-67.59,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Total,Total,_T,Illes Balears,Illes Balears,ES53,184193,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Total,Total,_T,Mallorca,Mallorca,ES532,153010,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Total,Total,_T,Menorca,Menorca,ES533,12462,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,18720,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Total,Total,_T,Illes Balears,Illes Balears,ES53,-65.11,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Total,Total,_T,Mallorca,Mallorca,ES532,-65.67,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Total,Total,_T,Menorca,Menorca,ES533,-53.88,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,-66.01,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,70203,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,63371,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,783,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,6049,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,-69.62,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,-70.10,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,-86.02,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,-55.30,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,82738,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,61595,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,9897,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,11247,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,-61.49,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,-61.23,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,-50.45,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,-68.75,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,29636,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,26584,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,1733,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,1319,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,-55.06,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,-54.97,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,23.30,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,-76.03,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,54410,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,41018,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,5570,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,7822,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,-62.13,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,-61.10,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,-56.49,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,-69.23,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,101455,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,91415,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,2566,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2020,03/2020,2020-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,7474,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,-67.59,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,-68.13,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,-63.61,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2020,03/2020,2020-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,-60.86,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,2939,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,2790,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,13.35,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,17.92,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,,,,Valor no disponible,Valor no disponible,O,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,,,,Valor no disponible,Valor no disponible,O,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,50255,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,40286,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,6372,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,3597,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,-5.35,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,-9.76,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,68.33,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,-22.95,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Total,Total,_T,Illes Balears,Illes Balears,ES53,305940,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Total,Total,_T,Mallorca,Mallorca,ES532,252344,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Total,Total,_T,Menorca,Menorca,ES533,20667,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,32930,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Total,Total,_T,Illes Balears,Illes Balears,ES53,2.46,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Total,Total,_T,Mallorca,Mallorca,ES532,-1.57,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Total,Total,_T,Menorca,Menorca,ES533,54.41,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,14.15,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,126702,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,111105,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,3811,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,11787,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,10.19,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,4.83,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,91.90,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,67.86,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,143672,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,114170,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,15741,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,13761,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,-7.15,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,-7.35,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,44.99,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,-33.37,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,32628,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,24280,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2020,02/2020,2020-M02,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,1113,,,Valor normal,Valor normal,A,,
