MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,28930,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,60139,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,-18.23,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,-2.72,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,-35.90,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,-33.74,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,219709,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,144213,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,25019,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,50478,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,22.44,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,17.47,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,49.32,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,26.44,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,2330578,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,1589542,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,217904,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,523132,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,4.42,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,5.17,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,-4.87,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,6.43,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,51748,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,40685,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,3875,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,7188,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,5.80,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,32.65,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,-67.82,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,15.92,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,32044,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,19303,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,5727,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,7014,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,-64.78,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,-70.39,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,-22.03,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,-61.96,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Total,Total,_T,Illes Balears,Illes Balears,ES53,2307390,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Total,Total,_T,Mallorca,Mallorca,ES532,1609122,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Total,Total,_T,Menorca,Menorca,ES533,217699,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,480570,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Total,Total,_T,Illes Balears,Illes Balears,ES53,10.10,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Total,Total,_T,Mallorca,Mallorca,ES532,8.18,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Total,Total,_T,Menorca,Menorca,ES533,36.27,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,7.15,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,2032286,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,1425483,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,194008,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,412795,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,26.16,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,22.19,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,71.18,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,24.73,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,152926,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,108002,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,14110,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,30815,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,-41.67,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,-45.75,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,-1.80,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,-36.78,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,70430,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,34952,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,5705,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,29772,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,-59.45,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,-61.61,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,-71.49,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,-52.45,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,120882,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,88698,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,8383,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,23801,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,-29.40,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,-33.76,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,19.35,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,-21.46,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,2154464,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,1501120,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,203589,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,449755,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,17.51,,,Valor provisional,Valor provisional,P,,
