MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#es,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#ca,MOTIVO_PRINCIPAL_VIAJE_TURISTICO_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2021,10/2021,2021-M10,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,562.11,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Illes Balears,Illes Balears,ES53,Total,Total,_T,1498237,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,45261,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,26757,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1426219,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Illes Balears,Illes Balears,ES53,Total,Total,_T,415.40,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,88.87,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,18.76,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,484.05,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Mallorca,Mallorca,ES532,Total,Total,_T,955736,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,42785,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,19491,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,893460,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Mallorca,Mallorca,ES532,Total,Total,_T,576.81,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,99.47,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,48.20,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,738.06,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Menorca,Menorca,ES533,Total,Total,_T,174010,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,1015,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,172325,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Menorca,Menorca,ES533,Total,Total,_T,143.19,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-30.81,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,149.18,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,368490,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,6596,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2021,09/2021,2021-M09,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,360433,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,372.87,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-21.94,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2021,09/2021,2021-M09,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,426.73,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Illes Balears,Illes Balears,ES53,Total,Total,_T,1954125,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,50708,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,16987,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1886430,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Illes Balears,Illes Balears,ES53,Total,Total,_T,121.83,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-7.65,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-5.01,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,133.43,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Mallorca,Mallorca,ES532,Total,Total,_T,1156520,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,47440,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,12361,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1096719,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Mallorca,Mallorca,ES532,Total,Total,_T,137.15,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-7.21,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,45.70,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,156.21,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Menorca,Menorca,ES533,Total,Total,_T,299101,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,1819,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,296406,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Menorca,Menorca,ES533,Total,Total,_T,77.11,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,80.11,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,77.16,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,498504,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,3749,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2021,08/2021,2021-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,493306,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,122.16,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-57.59,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2021,08/2021,2021-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,131.85,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Illes Balears,Illes Balears,ES53,Total,Total,_T,1854008,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,64224,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,28482,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1761301,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Illes Balears,Illes Balears,ES53,Total,Total,_T,119.65,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-2.59,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,35.29,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,132.64,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Mallorca,Mallorca,ES532,Total,Total,_T,1118616,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,58418,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,19341,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1040858,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Mallorca,Mallorca,ES532,Total,Total,_T,114.28,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-5.05,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,42.31,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,132.90,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Menorca,Menorca,ES533,Total,Total,_T,264028,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,2495,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,1412,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,260122,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Menorca,Menorca,ES533,Total,Total,_T,99.18,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,13.64,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-1.98,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,101.77,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,471364,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,7730,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2021,07/2021,2021-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,460321,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,148.74,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,28.36,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,153.95,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2021,06/2021,2021-M06,Illes Balears,Illes Balears,ES53,Total,Total,_T,942254,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2021,06/2021,2021-M06,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,58735,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2021,06/2021,2021-M06,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,46381,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2021,06/2021,2021-M06,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,837138,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Illes Balears,Illes Balears,ES53,Total,Total,_T,1091.31,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,433.61,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,716.71,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1241.40,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2021,06/2021,2021-M06,Mallorca,Mallorca,ES532,Total,Total,_T,600267,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2021,06/2021,2021-M06,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,48117,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2021,06/2021,2021-M06,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,35899,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2021,06/2021,2021-M06,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,516251,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Mallorca,Mallorca,ES532,Total,Total,_T,1284.11,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,370.51,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,641.78,Valor normal,Valor normal,A,,,,
