MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Bèlgica,Bélgica,BE,2386,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Bèlgica,Bélgica,BE,-63.35,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Països Baixos,Países Bajos,NL,11714,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Països Baixos,Países Bajos,NL,-4.61,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Suïssa,Suiza,CH,13947,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Suïssa,Suiza,CH,-0.33,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,França,Francia,FR,12161,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,França,Francia,FR,89.52,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Regne Unit,Reino Unido,GB,48075,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Regne Unit,Reino Unido,GB,18.83,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Itàlia,Italia,IT,8666,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Itàlia,Italia,IT,147.03,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,291603,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,25.06,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,181701,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,21.42,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Alemanya,Alemania,DE,112012,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Alemanya,Alemania,DE,36.18,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,109901,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,31.58,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Països Nòrdics,Países Nórdicos,5100_L1,5344,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Països Nòrdics,Países Nórdicos,5100_L1,-5.45,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,12167,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-37.17,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,5613,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,245.93,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Bèlgica,Bélgica,BE,2777,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Bèlgica,Bélgica,BE,25.54,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Països Baixos,Países Bajos,NL,7444,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Països Baixos,Países Bajos,NL,-9.87,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Suïssa,Suiza,CH,7899,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Suïssa,Suiza,CH,52.60,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,França,Francia,FR,6001,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,França,Francia,FR,5.96,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Regne Unit,Reino Unido,GB,17611,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Regne Unit,Reino Unido,GB,8.02,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Itàlia,Italia,IT,4833,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Itàlia,Italia,IT,72.38,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,232430,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,44.90,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Món (exclosa Espanya),Mundo (excluida España),5000_XES,127802,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Món (exclosa Espanya),Mundo (excluida España),5000_XES,53.67,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Alemanya,Alemania,DE,64309,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Alemanya,Alemania,DE,53.27,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,104628,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,35.47,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Països Nòrdics,Países Nórdicos,5100_L1,4278,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Països Nòrdics,Países Nórdicos,5100_L1,6.18,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,9268,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,18.87,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,9116,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,99.13,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Bèlgica,Bélgica,BE,2327,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Bèlgica,Bélgica,BE,159.48,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Països Baixos,Países Bajos,NL,7209,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Països Baixos,Países Bajos,NL,27.29,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Suïssa,Suiza,CH,5511,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Suïssa,Suiza,CH,70.51,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,França,Francia,FR,10644,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,França,Francia,FR,248.90,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Regne Unit,Reino Unido,GB,10934,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Regne Unit,Reino Unido,GB,34.15,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Itàlia,Italia,IT,3225,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Itàlia,Italia,IT,-14.07,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,16507007,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,90.09,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Món (exclosa Espanya),Mundo (excluida España),5000_XES,13203885,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Món (exclosa Espanya),Mundo (excluida España),5000_XES,108.77,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Alemanya,Alemania,DE,4300049,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Alemanya,Alemania,DE,83.20,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,3303122,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,40.01,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Països Nòrdics,Países Nórdicos,5100_L1,605355,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Països Nòrdics,Países Nórdicos,5100_L1,91.68,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,1494057,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,125.73,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,458397,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,195.32,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Bèlgica,Bélgica,BE,299395,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Bèlgica,Bélgica,BE,73.09,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Països Baixos,Países Bajos,NL,634750,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Països Baixos,Países Bajos,NL,48.35,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Suïssa,Suiza,CH,411926,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Suïssa,Suiza,CH,34.95,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,França,Francia,FR,885921,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,França,Francia,FR,46.45,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Regne Unit,Reino Unido,GB,3363882,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Regne Unit,Reino Unido,GB,225.81,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2022,2022,2022,Itàlia,Italia,IT,737441,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Itàlia,Italia,IT,150.03,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,234861,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,23.34,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,130814,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,14.14,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Alemanya,Alemania,DE,52227,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Alemanya,Alemania,DE,-9.34,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,104047,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,37.26,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Països Nòrdics,Países Nórdicos,5100_L1,5057,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Països Nòrdics,Países Nórdicos,5100_L1,8.07,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,11741,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-9.36,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,7866,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,21.82,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Bèlgica,Bélgica,BE,4146,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Bèlgica,Bélgica,BE,44.16,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Països Baixos,Países Bajos,NL,7113,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Països Baixos,Países Bajos,NL,34.74,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Suïssa,Suiza,CH,8289,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Suïssa,Suiza,CH,180.63,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,França,Francia,FR,11951,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,França,Francia,FR,50.08,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Regne Unit,Reino Unido,GB,17649,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Regne Unit,Reino Unido,GB,67.16,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Itàlia,Italia,IT,4182,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Itàlia,Italia,IT,30.35,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
