MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es
Turistes,Turistas,TURISTAS,07/2021,07/2021,2021-M07,Itàlia,Italia,IT,72187,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2021,07/2021,2021-M07,Itàlia,Italia,IT,103.71,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,942254,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,1091.31,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Món (exclosa Espanya),Mundo (excluida España),5000_XES,656091,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Món (exclosa Espanya),Mundo (excluida España),5000_XES,2211.12,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Alemanya,Alemania,DE,320063,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Alemanya,Alemania,DE,1505.48,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,286163,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,464.37,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Països Nòrdics,Países Nórdicos,5100_L1,30666,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Països Nòrdics,Países Nórdicos,5100_L1,5826.28,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,62568,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,6956.19,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,10459,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Bèlgica,Bélgica,BE,19639,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Bèlgica,Bélgica,BE,5337.82,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Països Baixos,Países Bajos,NL,57989,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Països Baixos,Países Bajos,NL,3506.90,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Suïssa,Suiza,CH,29271,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Suïssa,Suiza,CH,2437.57,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,França,Francia,FR,56745,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,França,Francia,FR,3718.01,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Regne Unit,Reino Unido,GB,32447,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Regne Unit,Reino Unido,GB,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,06/2021,06/2021,2021-M06,Itàlia,Italia,IT,36145,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2021,06/2021,2021-M06,Itàlia,Italia,IT,1579.06,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,477272,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Món (exclosa Espanya),Mundo (excluida España),5000_XES,380859,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Món (exclosa Espanya),Mundo (excluida España),5000_XES,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Alemanya,Alemania,DE,232461,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Alemanya,Alemania,DE,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,96412,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Països Nòrdics,Países Nórdicos,5100_L1,11871,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,19553,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,2665,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Bèlgica,Bélgica,BE,11459,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Bèlgica,Bélgica,BE,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Països Baixos,Países Bajos,NL,19829,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Països Baixos,Países Bajos,NL,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Suïssa,Suiza,CH,26728,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Suïssa,Suiza,CH,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,França,Francia,FR,37569,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,França,Francia,FR,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Regne Unit,Reino Unido,GB,7247,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Regne Unit,Reino Unido,GB,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,05/2021,05/2021,2021-M05,Itàlia,Italia,IT,11478,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2021,05/2021,2021-M05,Itàlia,Italia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,164325,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Món (exclosa Espanya),Mundo (excluida España),5000_XES,124634,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Món (exclosa Espanya),Mundo (excluida España),5000_XES,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Alemanya,Alemania,DE,80978,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Alemanya,Alemania,DE,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,39691,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Països Nòrdics,Países Nórdicos,5100_L1,4574,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,9643,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Bèlgica,Bélgica,BE,1590,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Bèlgica,Bélgica,BE,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Països Baixos,Países Bajos,NL,4405,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Països Baixos,Países Bajos,NL,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Suïssa,Suiza,CH,12403,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Suïssa,Suiza,CH,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,França,Francia,FR,7588,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,França,Francia,FR,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Regne Unit,Reino Unido,GB,1558,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Regne Unit,Reino Unido,GB,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,04/2021,04/2021,2021-M04,Itàlia,Italia,IT,729,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2021,04/2021,2021-M04,Itàlia,Italia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,99381,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-46.05,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,65660,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-43.29,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Alemanya,Alemania,DE,45160,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Alemanya,Alemania,DE,-32.52,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,33721,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-50.71,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Països Nòrdics,Países Nórdicos,5100_L1,2189,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Països Nòrdics,Países Nórdicos,5100_L1,-61.39,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,5833,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-49.72,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Bèlgica,Bélgica,BE,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Bèlgica,Bélgica,BE,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Països Baixos,Países Bajos,NL,3130,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Països Baixos,Países Bajos,NL,1.62,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Suïssa,Suiza,CH,2611,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Suïssa,Suiza,CH,-9.30,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,França,Francia,FR,2165,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,França,Francia,FR,-61.80,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Regne Unit,Reino Unido,GB,1801,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Regne Unit,Reino Unido,GB,-87.30,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2021,03/2021,2021-M03,Itàlia,Italia,IT,2069,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2021,03/2021,2021-M03,Itàlia,Italia,IT,115.30,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,33438,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-89.07,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,13190,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-92.89,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Alemanya,Alemania,DE,5783,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Alemanya,Alemania,DE,-94.76,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,20248,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-83.18,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Països Nòrdics,Países Nórdicos,5100_L1,368,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Països Nòrdics,Países Nórdicos,5100_L1,-95.38,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,2299,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-87.09,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Bèlgica,Bélgica,BE,198,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Bèlgica,Bélgica,BE,-89.65,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Països Baixos,Países Bajos,NL,705,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Països Baixos,Países Bajos,NL,-85.62,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Suïssa,Suiza,CH,353,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Suïssa,Suiza,CH,-94.48,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,França,Francia,FR,1273,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,França,Francia,FR,-81.79,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Regne Unit,Reino Unido,GB,1343,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Regne Unit,Reino Unido,GB,-93.12,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2021,02/2021,2021-M02,Itàlia,Italia,IT,298,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2021,02/2021,2021-M02,Itàlia,Italia,IT,-94.41,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,49223,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-79.62,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Món (exclosa Espanya),Mundo (excluida España),5000_XES,15182,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-85.37,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Alemanya,Alemania,DE,5223,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Alemanya,Alemania,DE,-90.46,Valor normal,Valor normal,A,,,,
