MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,21543,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Illes Balears,Illes Balears,ES53,Total,Total,_T,190815,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Illes Balears,Illes Balears,ES53,No,No,NO,169272,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,45.98,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Illes Balears,Illes Balears,ES53,Total,Total,_T,5.49,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Illes Balears,Illes Balears,ES53,No,No,NO,1.90,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Mallorca,Mallorca,ES532,Sí,Sí,SI,19369,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Mallorca,Mallorca,ES532,Total,Total,_T,158076,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Mallorca,Mallorca,ES532,No,No,NO,138707,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Mallorca,Mallorca,ES532,Sí,Sí,SI,47.38,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Mallorca,Mallorca,ES532,Total,Total,_T,8.22,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Mallorca,Mallorca,ES532,No,No,NO,4.35,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Menorca,Menorca,ES533,Sí,Sí,SI,551,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Menorca,Menorca,ES533,Total,Total,_T,9962,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Menorca,Menorca,ES533,No,No,NO,9412,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Menorca,Menorca,ES533,Sí,Sí,SI,81.12,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Menorca,Menorca,ES533,Total,Total,_T,-28.85,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Menorca,Menorca,ES533,No,No,NO,-31.29,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,1623,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,22776,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2017,12/2017,2017-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,21153,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,23.76,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,9.42,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,8.46,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,51915,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Illes Balears,Illes Balears,ES53,Total,Total,_T,286187,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Illes Balears,Illes Balears,ES53,No,No,NO,234272,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,57.45,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Illes Balears,Illes Balears,ES53,Total,Total,_T,16.40,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Illes Balears,Illes Balears,ES53,No,No,NO,10.05,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Mallorca,Mallorca,ES532,Sí,Sí,SI,46980,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Mallorca,Mallorca,ES532,Total,Total,_T,241422,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Mallorca,Mallorca,ES532,No,No,NO,194442,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Mallorca,Mallorca,ES532,Sí,Sí,SI,66.92,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Mallorca,Mallorca,ES532,Total,Total,_T,19.59,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Mallorca,Mallorca,ES532,No,No,NO,11.92,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Menorca,Menorca,ES533,Sí,Sí,SI,2619,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Menorca,Menorca,ES533,Total,Total,_T,12179,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Menorca,Menorca,ES533,No,No,NO,9560,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Menorca,Menorca,ES533,Sí,Sí,SI,12.68,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Menorca,Menorca,ES533,Total,Total,_T,-13.10,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Menorca,Menorca,ES533,No,No,NO,-18.22,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,2316,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,32586,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2017,11/2017,2017-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,30270,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-7.43,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,8.77,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,10.25,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,654445,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Illes Balears,Illes Balears,ES53,Total,Total,_T,1412100,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Illes Balears,Illes Balears,ES53,No,No,NO,757656,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,15.99,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Illes Balears,Illes Balears,ES53,Total,Total,_T,3.58,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Illes Balears,Illes Balears,ES53,No,No,NO,-5.19,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Mallorca,Mallorca,ES532,Sí,Sí,SI,557566,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Mallorca,Mallorca,ES532,Total,Total,_T,1087801,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Mallorca,Mallorca,ES532,No,No,NO,530235,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Mallorca,Mallorca,ES532,Sí,Sí,SI,20.05,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Mallorca,Mallorca,ES532,Total,Total,_T,1.87,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Mallorca,Mallorca,ES532,No,No,NO,-12.12,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Menorca,Menorca,ES533,Sí,Sí,SI,35227,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Menorca,Menorca,ES533,Total,Total,_T,86300,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Menorca,Menorca,ES533,No,No,NO,51072,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Menorca,Menorca,ES533,Sí,Sí,SI,4.95,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Menorca,Menorca,ES533,Total,Total,_T,16.99,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Menorca,Menorca,ES533,No,No,NO,27.05,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,61652,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,238000,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2017,10/2017,2017-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,176348,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-6.87,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,7.33,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,13.38,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,1054247,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Illes Balears,Illes Balears,ES53,Total,Total,_T,2261408,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Illes Balears,Illes Balears,ES53,No,No,NO,1207160,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,4.52,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Illes Balears,Illes Balears,ES53,Total,Total,_T,5.89,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Illes Balears,Illes Balears,ES53,No,No,NO,7.13,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Mallorca,Mallorca,ES532,Sí,Sí,SI,800188,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Mallorca,Mallorca,ES532,Total,Total,_T,1528460,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Mallorca,Mallorca,ES532,No,No,NO,728272,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Mallorca,Mallorca,ES532,Sí,Sí,SI,9.21,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Mallorca,Mallorca,ES532,Total,Total,_T,6.00,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Mallorca,Mallorca,ES532,No,No,NO,2.68,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Menorca,Menorca,ES533,Sí,Sí,SI,100416,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Menorca,Menorca,ES533,Total,Total,_T,229625,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Menorca,Menorca,ES533,No,No,NO,129209,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Menorca,Menorca,ES533,Sí,Sí,SI,1.63,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Menorca,Menorca,ES533,Total,Total,_T,9.59,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Menorca,Menorca,ES533,No,No,NO,16.68,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,153643,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,503322,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2017,09/2017,2017-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,349679,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-13.28,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,3.99,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,13.96,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,1167293,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Illes Balears,Illes Balears,ES53,Total,Total,_T,2795571,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Illes Balears,Illes Balears,ES53,No,No,NO,1628278,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-0.75,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Illes Balears,Illes Balears,ES53,Total,Total,_T,2.73,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Illes Balears,Illes Balears,ES53,No,No,NO,5.38,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Mallorca,Mallorca,ES532,Sí,Sí,SI,888939,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Mallorca,Mallorca,ES532,Total,Total,_T,1882999,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Mallorca,Mallorca,ES532,No,No,NO,994061,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Mallorca,Mallorca,ES532,Sí,Sí,SI,3.23,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Mallorca,Mallorca,ES532,Total,Total,_T,5.55,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Mallorca,Mallorca,ES532,No,No,NO,7.71,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Menorca,Menorca,ES533,Sí,Sí,SI,142057,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Menorca,Menorca,ES533,Total,Total,_T,341691,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Menorca,Menorca,ES533,No,No,NO,199634,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Menorca,Menorca,ES533,Sí,Sí,SI,27.90,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Menorca,Menorca,ES533,Total,Total,_T,3.77,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Menorca,Menorca,ES533,No,No,NO,-8.51,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,136297,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,570880,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2017,08/2017,2017-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,434583,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-33.18,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-6.12,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,7.55,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2017,07/2017,2017-M07,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,1291248,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2017,07/2017,2017-M07,Illes Balears,Illes Balears,ES53,Total,Total,_T,2865652,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2017,07/2017,2017-M07,Illes Balears,Illes Balears,ES53,No,No,NO,1574404,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,8.47,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Illes Balears,Illes Balears,ES53,Total,Total,_T,3.80,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Illes Balears,Illes Balears,ES53,No,No,NO,0.26,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2017,07/2017,2017-M07,Mallorca,Mallorca,ES532,Sí,Sí,SI,1003630,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2017,07/2017,2017-M07,Mallorca,Mallorca,ES532,Total,Total,_T,1908433,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2017,07/2017,2017-M07,Mallorca,Mallorca,ES532,No,No,NO,904804,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Mallorca,Mallorca,ES532,Sí,Sí,SI,12.27,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Mallorca,Mallorca,ES532,Total,Total,_T,3.63,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Mallorca,Mallorca,ES532,No,No,NO,-4.53,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2017,07/2017,2017-M07,Menorca,Menorca,ES533,Sí,Sí,SI,147887,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2017,07/2017,2017-M07,Menorca,Menorca,ES533,Total,Total,_T,336874,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2017,07/2017,2017-M07,Menorca,Menorca,ES533,No,No,NO,188987,,,,,Valor normal,Valor normal,A
