MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,36.01,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Illes Balears,Illes Balears,ES53,Total,Total,_T,2.46,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Illes Balears,Illes Balears,ES53,No,No,NO,-3.17,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2020,02/2020,2020-M02,Mallorca,Mallorca,ES532,Sí,Sí,SI,47986,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2020,02/2020,2020-M02,Mallorca,Mallorca,ES532,Total,Total,_T,252344,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2020,02/2020,2020-M02,Mallorca,Mallorca,ES532,No,No,NO,204358,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Mallorca,Mallorca,ES532,Sí,Sí,SI,26.08,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Mallorca,Mallorca,ES532,Total,Total,_T,-1.57,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Mallorca,Mallorca,ES532,No,No,NO,-6.38,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2020,02/2020,2020-M02,Menorca,Menorca,ES533,Sí,Sí,SI,1568,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2020,02/2020,2020-M02,Menorca,Menorca,ES533,Total,Total,_T,20667,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2020,02/2020,2020-M02,Menorca,Menorca,ES533,No,No,NO,19099,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Menorca,Menorca,ES533,Sí,Sí,SI,267.17,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Menorca,Menorca,ES533,Total,Total,_T,54.41,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Menorca,Menorca,ES533,No,No,NO,47.40,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2020,02/2020,2020-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,8811,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2020,02/2020,2020-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,32930,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2020,02/2020,2020-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,24119,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,99.16,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,14.15,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2020,02/2020,2020-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-1.25,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,17771,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Illes Balears,Illes Balears,ES53,Total,Total,_T,241557,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Illes Balears,Illes Balears,ES53,No,No,NO,223785,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,39.23,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Illes Balears,Illes Balears,ES53,Total,Total,_T,-9.25,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Illes Balears,Illes Balears,ES53,No,No,NO,-11.69,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Mallorca,Mallorca,ES532,Sí,Sí,SI,16592,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Mallorca,Mallorca,ES532,Total,Total,_T,203653,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Mallorca,Mallorca,ES532,No,No,NO,187062,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Mallorca,Mallorca,ES532,Sí,Sí,SI,54.95,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Mallorca,Mallorca,ES532,Total,Total,_T,-10.37,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Mallorca,Mallorca,ES532,No,No,NO,-13.60,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Menorca,Menorca,ES533,Sí,Sí,SI,,,,,,Baixa fiabilitat,Baja fiabilidad,U
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Menorca,Menorca,ES533,Total,Total,_T,15743,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Menorca,Menorca,ES533,No,No,NO,15693,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Menorca,Menorca,ES533,Sí,Sí,SI,,,,,,Valor no disponible,Valor no disponible,O
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Menorca,Menorca,ES533,Total,Total,_T,32.52,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Menorca,Menorca,ES533,No,No,NO,32.42,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,1130,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,22161,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2020,01/2020,2020-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,21031,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-44.28,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-18.15,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2020,01/2020,2020-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-16.04,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,6360211,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Illes Balears,Illes Balears,ES53,Total,Total,_T,16475976,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Illes Balears,Illes Balears,ES53,No,No,NO,10115765,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,1.26,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Illes Balears,Illes Balears,ES53,Total,Total,_T,-0.46,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Illes Balears,Illes Balears,ES53,No,No,NO,-1.51,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Mallorca,Mallorca,ES532,Sí,Sí,SI,4740981,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Mallorca,Mallorca,ES532,Total,Total,_T,11651959,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Mallorca,Mallorca,ES532,No,No,NO,6910978,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Mallorca,Mallorca,ES532,Sí,Sí,SI,2.82,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Mallorca,Mallorca,ES532,Total,Total,_T,-1.16,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Mallorca,Mallorca,ES532,No,No,NO,-3.72,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Menorca,Menorca,ES533,Sí,Sí,SI,585090,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Menorca,Menorca,ES533,Total,Total,_T,1497831,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Menorca,Menorca,ES533,No,No,NO,912741,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Menorca,Menorca,ES533,Sí,Sí,SI,-4.44,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Menorca,Menorca,ES533,Total,Total,_T,4.16,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Menorca,Menorca,ES533,No,No,NO,10.54,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,1034141,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,3326187,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2019,2019,2019,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,2292046,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-2.23,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,0.05,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2019,2019,2019,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,1.11,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,20812,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Illes Balears,Illes Balears,ES53,Total,Total,_T,236800,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Illes Balears,Illes Balears,ES53,No,No,NO,215988,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,3.07,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Illes Balears,Illes Balears,ES53,Total,Total,_T,-18.10,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Illes Balears,Illes Balears,ES53,No,No,NO,-19.69,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Mallorca,Mallorca,ES532,Sí,Sí,SI,19166,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Mallorca,Mallorca,ES532,Total,Total,_T,192637,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Mallorca,Mallorca,ES532,No,No,NO,173471,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mallorca,Mallorca,ES532,Sí,Sí,SI,7.62,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mallorca,Mallorca,ES532,Total,Total,_T,-24.59,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mallorca,Mallorca,ES532,No,No,NO,-27.01,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Menorca,Menorca,ES533,Sí,Sí,SI,286,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Menorca,Menorca,ES533,Total,Total,_T,14875,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Menorca,Menorca,ES533,No,No,NO,14590,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Menorca,Menorca,ES533,Sí,Sí,SI,-65.33,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Menorca,Menorca,ES533,Total,Total,_T,30.46,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Menorca,Menorca,ES533,No,No,NO,37.92,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,1360,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,29288,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2019,12/2019,2019-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,27928,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-12.73,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,31.45,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,34.78,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,31750,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Illes Balears,Illes Balears,ES53,Total,Total,_T,294523,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Illes Balears,Illes Balears,ES53,No,No,NO,262773,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-19.49,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Illes Balears,Illes Balears,ES53,Total,Total,_T,-4.29,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Illes Balears,Illes Balears,ES53,No,No,NO,-2.06,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Mallorca,Mallorca,ES532,Sí,Sí,SI,28471,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Mallorca,Mallorca,ES532,Total,Total,_T,250424,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Mallorca,Mallorca,ES532,No,No,NO,221954,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Mallorca,Mallorca,ES532,Sí,Sí,SI,-14.03,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Mallorca,Mallorca,ES532,Total,Total,_T,-4.42,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Mallorca,Mallorca,ES532,No,No,NO,-3.03,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Menorca,Menorca,ES533,Sí,Sí,SI,1227,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Menorca,Menorca,ES533,Total,Total,_T,16018,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Menorca,Menorca,ES533,No,No,NO,14790,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Menorca,Menorca,ES533,Sí,Sí,SI,-65.85,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Menorca,Menorca,ES533,Total,Total,_T,3.98,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Menorca,Menorca,ES533,No,No,NO,25.23,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,2052,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,28081,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2019,11/2019,2019-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,26029,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-24.74,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-7.42,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-5.71,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,603841,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Illes Balears,Illes Balears,ES53,Total,Total,_T,1394954,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Illes Balears,Illes Balears,ES53,No,No,NO,791113,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-0.71,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Illes Balears,Illes Balears,ES53,Total,Total,_T,-5.57,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Illes Balears,Illes Balears,ES53,No,No,NO,-8.97,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Mallorca,Mallorca,ES532,Sí,Sí,SI,479774,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Mallorca,Mallorca,ES532,Total,Total,_T,1065015,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Mallorca,Mallorca,ES532,No,No,NO,585241,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Mallorca,Mallorca,ES532,Sí,Sí,SI,4.22,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Mallorca,Mallorca,ES532,Total,Total,_T,-6.29,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Mallorca,Mallorca,ES532,No,No,NO,-13.44,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Menorca,Menorca,ES533,Sí,Sí,SI,40913,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Menorca,Menorca,ES533,Total,Total,_T,79296,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Menorca,Menorca,ES533,No,No,NO,38383,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Menorca,Menorca,ES533,Sí,Sí,SI,-3.10,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Menorca,Menorca,ES533,Total,Total,_T,-1.23,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Menorca,Menorca,ES533,No,No,NO,0.85,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,83155,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,250643,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2019,10/2019,2019-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,167489,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-21.25,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-3.79,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2019,10/2019,2019-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,8.11,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,946164,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Illes Balears,Illes Balears,ES53,Total,Total,_T,2305780,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Illes Balears,Illes Balears,ES53,No,No,NO,1359616,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-8.11,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Illes Balears,Illes Balears,ES53,Total,Total,_T,-0.79,,,,,Valor normal,Valor normal,A
