MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,12/2020,12/2020,2020-M12,Reino Unido,Regne Unit,GB,-94.07,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,12/2020,12/2020,2020-M12,Reino Unido,Regne Unit,GB,-81.71,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,12/2020,12/2020,2020-M12,Reino Unido,Regne Unit,GB,-95.17,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,12/2020,12/2020,2020-M12,Reino Unido,Regne Unit,GB,-88.81,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,12/2020,12/2020,2020-M12,Reino Unido,Regne Unit,GB,-90.64,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,12/2020,12/2020,2020-M12,Reino Unido,Regne Unit,GB,-74.51,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,456814,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,20103,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,49175,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,160665,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,58838,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,53870,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,45352,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,68811,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-90.19,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-89.00,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-91.99,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-86.31,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-94.38,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-90.04,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-93.19,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,11/2020,11/2020,2020-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-84.02,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,295053,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,9157,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,34787,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,61907,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,51809,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,38703,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,39594,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,59096,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-90.82,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-84.50,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-91.71,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-88.70,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-94.26,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-88.66,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-93.18,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,11/2020,11/2020,2020-M11,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-83.67,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,76410,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,8814,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,5429,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,47529,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,4177,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,4796,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,2144,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,3521,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,-86.57,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,-91.86,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,-90.32,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,-81.12,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,-94.16,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,-84.34,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,-93.03,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,11/2020,11/2020,2020-M11,Alemania,Alemanya,DE,-82.36,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,85351,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,2132,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,8959,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,51229,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,2852,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,10371,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,3614,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,6194,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,-90.22,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,-86.17,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,-93.52,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,-86.30,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,-96.07,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,-93.87,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,-93.35,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,11/2020,11/2020,2020-M11,Reino Unido,Regne Unit,GB,-87.31,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1020773,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,84194,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,143610,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,136911,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,231004,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,177332,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,39638,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,208084,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-86.55,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-93.12,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-87.94,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-88.03,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-86.22,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-79.62,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-94.66,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,10/2020,10/2020,2020-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-71.87,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,789435,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,43666,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,100422,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,73520,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,214159,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,130878,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,38836,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,187954,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-83.61,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-89.61,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-86.75,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-85.57,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-84.45,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-75.99,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-93.69,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,10/2020,10/2020,2020-M10,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-68.27,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,83329,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,30225,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,11355,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,16178,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,7059,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,10989,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,0,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,7523,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,-92.60,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,-93.52,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,-91.99,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,-92.59,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,-94.43,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,-80.94,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,-100.00,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,10/2020,10/2020,2020-M10,Alemania,Alemanya,DE,-85.85,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,10/2020,10/2020,2020-M10,Reino Unido,Regne Unit,GB,148009,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,10/2020,10/2020,2020-M10,Reino Unido,Regne Unit,GB,10303,Valor normal,Valor normal,A,,,,
