MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-2.68,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Alemanya,Alemania,DE,593696,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Alemanya,Alemania,DE,533521,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Alemanya,Alemania,DE,11709,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Alemanya,Alemania,DE,48467,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Alemanya,Alemania,DE,-5.80,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Alemanya,Alemania,DE,-7.64,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Alemanya,Alemania,DE,5.67,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Alemanya,Alemania,DE,16.79,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,469483,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,228251,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,127170,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,114062,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,3.60,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,6.15,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,0.44,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,2.28,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Països Nòrdics,Países Nórdicos,5100_L1,100153,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Països Nòrdics,Países Nórdicos,5100_L1,92176,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Països Nòrdics,Países Nórdicos,5100_L1,3639,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Països Nòrdics,Países Nórdicos,5100_L1,4338,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Països Nòrdics,Países Nórdicos,5100_L1,-19.42,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Països Nòrdics,Países Nórdicos,5100_L1,-19.85,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Països Nòrdics,Países Nórdicos,5100_L1,-34.96,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,407667,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,277982,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,19399,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,110287,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,14.97,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,5.72,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,34.22,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,42.88,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,França,Francia,FR,161094,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,França,Francia,FR,106867,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,França,Francia,FR,27843,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,França,Francia,FR,26384,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,França,Francia,FR,10.12,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,França,Francia,FR,14.50,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,França,Francia,FR,63.51,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,França,Francia,FR,-26.58,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,154711,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,108171,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,4842,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,41698,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,-9.93,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,-1.66,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,3.83,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,-26.97,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Regne Unit,Reino Unido,GB,646813,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Regne Unit,Reino Unido,GB,372122,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Regne Unit,Reino Unido,GB,104556,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Regne Unit,Reino Unido,GB,170135,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Regne Unit,Reino Unido,GB,-4.64,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Regne Unit,Reino Unido,GB,-3.23,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Regne Unit,Reino Unido,GB,0.55,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Regne Unit,Reino Unido,GB,-10.32,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Itàlia,Italia,IT,192856,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Itàlia,Italia,IT,57039,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Itàlia,Italia,IT,42215,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Itàlia,Italia,IT,93602,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,08/2019,08/2019,2019-M08,Itàlia,Italia,IT,0.41,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,08/2019,08/2019,2019-M08,Itàlia,Italia,IT,3.66,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,08/2019,08/2019,2019-M08,Itàlia,Italia,IT,25.45,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,08/2019,08/2019,2019-M08,Itàlia,Italia,IT,-9.46,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,2797835,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,1847160,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,330226,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,620449,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-0.82,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-2.93,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,6.18,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,2.22,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,2344094,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1628425,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,205025,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,510645,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-3.53,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-5.29,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,4.99,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-0.86,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Alemanya,Alemania,DE,624084,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Alemanya,Alemania,DE,558293,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Alemanya,Alemania,DE,15720,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Alemanya,Alemania,DE,50071,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Alemanya,Alemania,DE,-1.79,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Alemanya,Alemania,DE,-3.11,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Alemanya,Alemania,DE,44.81,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Alemanya,Alemania,DE,3.44,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,453741,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,218735,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,125201,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,109804,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,16.01,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,19.18,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,8.18,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,19.53,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Països Nòrdics,Países Nórdicos,5100_L1,172877,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Països Nòrdics,Países Nórdicos,5100_L1,158138,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Països Nòrdics,Países Nórdicos,5100_L1,6299,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Països Nòrdics,Países Nórdicos,5100_L1,8440,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Països Nòrdics,Países Nórdicos,5100_L1,-20.40,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Països Nòrdics,Países Nórdicos,5100_L1,-21.42,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Països Nòrdics,Países Nórdicos,5100_L1,-1.87,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Països Nòrdics,Países Nórdicos,5100_L1,-11.29,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,418824,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,298861,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,21175,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,98789,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,-0.55,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,-4.09,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,9.95,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,9.45,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,França,Francia,FR,147685,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,França,Francia,FR,89083,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,França,Francia,FR,25688,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,França,Francia,FR,32915,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,07/2019,07/2019,2019-M07,França,Francia,FR,22.01,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,07/2019,07/2019,2019-M07,França,Francia,FR,23.87,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,07/2019,07/2019,2019-M07,França,Francia,FR,45.72,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,07/2019,07/2019,2019-M07,França,Francia,FR,4.49,Valor normal,Valor normal,A,,,,
