MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2022,01/2022,2022-M01,Itàlia,Italia,IT,308.13,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,01/2022,01/2022,2022-M01,Itàlia,Italia,IT,316.68,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,01/2022,01/2022,2022-M01,Itàlia,Italia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2022,01/2022,2022-M01,Itàlia,Italia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2021,2021,2021,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,8683904,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2021,2021,2021,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,5730731,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2021,2021,2021,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,1006874,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,1946299,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2021,2021,2021,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,179.32,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2021,2021,2021,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,185.91,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2021,2021,2021,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,115.51,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,205.36,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2021,2021,2021,Món (exclosa Espanya),Mundo (excluida España),5000_XES,6324711,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2021,2021,2021,Món (exclosa Espanya),Mundo (excluida España),5000_XES,4647525,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2021,2021,2021,Món (exclosa Espanya),Mundo (excluida España),5000_XES,380188,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1296998,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2021,2021,2021,Món (exclosa Espanya),Mundo (excluida España),5000_XES,267.48,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2021,2021,2021,Món (exclosa Espanya),Mundo (excluida España),5000_XES,262.04,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2021,2021,2021,Món (exclosa Espanya),Mundo (excluida España),5000_XES,224.03,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Món (exclosa Espanya),Mundo (excluida España),5000_XES,305.21,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2021,2021,2021,Alemanya,Alemania,DE,2347163,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2021,2021,2021,Alemanya,Alemania,DE,2113884,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2021,2021,2021,Alemanya,Alemania,DE,33608,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Alemanya,Alemania,DE,199671,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2021,2021,2021,Alemanya,Alemania,DE,229.26,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2021,2021,2021,Alemanya,Alemania,DE,223.71,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2021,2021,2021,Alemanya,Alemania,DE,217.65,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Alemanya,Alemania,DE,305.37,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2021,2021,2021,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,2359193,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2021,2021,2021,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,1083206,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2021,2021,2021,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,626686,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,649301,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2021,2021,2021,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,69.99,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2021,2021,2021,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,50.31,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2021,2021,2021,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,79.12,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,104.63,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2021,2021,2021,Països Nòrdics,Países Nórdicos,5100_L1,315816,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2021,2021,2021,Països Nòrdics,Países Nórdicos,5100_L1,305479,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2021,2021,2021,Països Nòrdics,Países Nórdicos,5100_L1,4204,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Països Nòrdics,Países Nórdicos,5100_L1,6133,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2021,2021,2021,Països Nòrdics,Países Nórdicos,5100_L1,388.62,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2021,2021,2021,Països Nòrdics,Países Nórdicos,5100_L1,390.59,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2021,2021,2021,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Països Nòrdics,Países Nórdicos,5100_L1,235.43,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2021,2021,2021,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,1056838,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2021,2021,2021,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,800089,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2021,2021,2021,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,70822,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,185926,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2021,2021,2021,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,300.03,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2021,2021,2021,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,277.39,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2021,2021,2021,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,263.15,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,468.95,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2021,2021,2021,França,Francia,FR,604926,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2021,2021,2021,França,Francia,FR,362323,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2021,2021,2021,França,Francia,FR,105863,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,França,Francia,FR,136739,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2021,2021,2021,França,Francia,FR,231.84,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2021,2021,2021,França,Francia,FR,253.93,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2021,2021,2021,França,Francia,FR,233.48,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,França,Francia,FR,183.82,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2021,2021,2021,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,672576,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2021,2021,2021,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,344426,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2021,2021,2021,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,16957,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,311192,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2021,2021,2021,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,325.57,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2021,2021,2021,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,314.94,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2021,2021,2021,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,123.37,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,361.40,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2021,2021,2021,Regne Unit,Reino Unido,GB,1032452,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2021,2021,2021,Regne Unit,Reino Unido,GB,651903,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2021,2021,2021,Regne Unit,Reino Unido,GB,109349,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Regne Unit,Reino Unido,GB,271200,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2021,2021,2021,Regne Unit,Reino Unido,GB,359.75,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2021,2021,2021,Regne Unit,Reino Unido,GB,354.03,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2021,2021,2021,Regne Unit,Reino Unido,GB,374.97,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Regne Unit,Reino Unido,GB,367.88,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2021,2021,2021,Itàlia,Italia,IT,294940,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2021,2021,2021,Itàlia,Italia,IT,69420,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2021,2021,2021,Itàlia,Italia,IT,39385,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Itàlia,Italia,IT,186136,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2021,2021,2021,Itàlia,Italia,IT,157.51,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2021,2021,2021,Itàlia,Italia,IT,152.90,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2021,2021,2021,Itàlia,Italia,IT,61.72,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2021,2021,2021,Itàlia,Italia,IT,196.71,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,12/2021,12/2021,2021-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,190416,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,12/2021,12/2021,2021-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,156890,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,12/2021,12/2021,2021-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,8115,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,12/2021,12/2021,2021-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,25411,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,12/2021,12/2021,2021-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,213.38,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,12/2021,12/2021,2021-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,218.23,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,12/2021,12/2021,2021-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,62.54,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,12/2021,12/2021,2021-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,292.87,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,12/2021,12/2021,2021-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,114613,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,12/2021,12/2021,2021-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,103657,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,12/2021,12/2021,2021-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1765,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,12/2021,12/2021,2021-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,9191,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,12/2021,12/2021,2021-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,418.64,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,12/2021,12/2021,2021-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,446.59,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,12/2021,12/2021,2021-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,265.65,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,12/2021,12/2021,2021-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,246.61,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,12/2021,12/2021,2021-M12,Alemanya,Alemania,DE,57607,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,12/2021,12/2021,2021-M12,Alemanya,Alemania,DE,55287,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,12/2021,12/2021,2021-M12,Alemanya,Alemania,DE,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,12/2021,12/2021,2021-M12,Alemanya,Alemania,DE,2221,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,12/2021,12/2021,2021-M12,Alemanya,Alemania,DE,585.98,Valor normal,Valor normal,A,,,,
