Provincias;Ramas de actividad;Periodo;Total
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2017;1.307.524
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2016;1.268.989
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2015;1.311.387
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2014;1.323.127
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2013;1.357.636
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2012;1.498.286
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2011;1.584.344
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2010;1.668.465
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2009;1.628.587
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2008;1.737.702
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2007;1.758.050
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2006;1.584.735
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2005;1.579.303
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2004;1.587.519
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2003;1.621.990
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2002;1.585.318
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2001;1.545.530
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2000;1.517.485
24 León;C. - De las cuales: Industria manufacturera;2022 (P);1.002.611
24 León;C. - De las cuales: Industria manufacturera;2021;977.135
24 León;C. - De las cuales: Industria manufacturera;2020;897.010
24 León;C. - De las cuales: Industria manufacturera;2019;877.580
24 León;C. - De las cuales: Industria manufacturera;2018;823.276
24 León;C. - De las cuales: Industria manufacturera;2017;777.786
24 León;C. - De las cuales: Industria manufacturera;2016;722.071
24 León;C. - De las cuales: Industria manufacturera;2015;669.878
24 León;C. - De las cuales: Industria manufacturera;2014;644.212
24 León;C. - De las cuales: Industria manufacturera;2013;660.695
24 León;C. - De las cuales: Industria manufacturera;2012;691.084
24 León;C. - De las cuales: Industria manufacturera;2011;753.945
24 León;C. - De las cuales: Industria manufacturera;2010;783.881
24 León;C. - De las cuales: Industria manufacturera;2009;849.761
24 León;C. - De las cuales: Industria manufacturera;2008;890.432
24 León;C. - De las cuales: Industria manufacturera;2007;931.150
24 León;C. - De las cuales: Industria manufacturera;2006;853.239
24 León;C. - De las cuales: Industria manufacturera;2005;786.042
24 León;C. - De las cuales: Industria manufacturera;2004;759.055
24 León;C. - De las cuales: Industria manufacturera;2003;738.253
24 León;C. - De las cuales: Industria manufacturera;2002;710.940
24 León;C. - De las cuales: Industria manufacturera;2001;684.320
24 León;C. - De las cuales: Industria manufacturera;2000;618.440
24 León;F. Construcción;2022 (P);659.376
24 León;F. Construcción;2021;581.541
24 León;F. Construcción;2020;501.864
24 León;F. Construcción;2019;585.092
24 León;F. Construcción;2018;544.674
24 León;F. Construcción;2017;547.300
24 León;F. Construcción;2016;526.237
24 León;F. Construcción;2015;518.897
24 León;F. Construcción;2014;484.105
24 León;F. Construcción;2013;493.650
24 León;F. Construcción;2012;589.909
24 León;F. Construcción;2011;680.035
24 León;F. Construcción;2010;789.859
24 León;F. Construcción;2009;1.023.006
24 León;F. Construcción;2008;999.824
24 León;F. Construcción;2007;1.006.821
24 León;F. Construcción;2006;1.017.236
24 León;F. Construcción;2005;925.361
24 León;F. Construcción;2004;790.502
24 León;F. Construcción;2003;747.859
24 León;F. Construcción;2002;688.332
24 León;F. Construcción;2001;662.028
24 León;F. Construcción;2000;631.325
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2022 (P);2.591.024
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021;2.241.856
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.982.823
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;2.487.194
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;2.416.957
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2017;2.332.918
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2016;2.226.976
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2015;2.178.712
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2014;2.100.871
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2013;2.077.390
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2012;2.160.390
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2011;2.226.295
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2010;2.176.305
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2009;2.191.224
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2008;2.158.780
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2007;2.033.855
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2006;1.900.026
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2005;1.758.128
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2004;1.653.306
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2003;1.599.775
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2002;1.514.090
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2001;1.428.013
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2000;1.321.674
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2022 (P);2.205.185
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021;2.078.231
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.967.191
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;1.991.886
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;1.959.331
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2017;1.890.721
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2016;1.837.563
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2015;1.849.294
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2014;1.832.152
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2013;1.824.790
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2012;1.832.166
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2011;1.797.156
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2010;1.721.058
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2009;1.735.959
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2008;1.761.606
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2007;1.647.711
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2006;1.492.844
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2005;1.305.893
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2004;1.150.584
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2003;1.096.542
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2002;1.025.845
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2001;959.404
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2000;840.293
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2022 (P);2.737.809
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021;2.496.234
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;2.271.329
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;2.407.496
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;2.319.471
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2017;2.275.055
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2016;2.190.222
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2015;2.198.908
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2014;2.174.624
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2013;2.207.698
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2012;2.211.735
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2011;2.301.545
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2010;2.343.201
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2009;2.326.723
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2008;2.253.560
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2007;2.076.305
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2006;1.948.902
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2005;1.811.039
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2004;1.550.844
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2003;1.360.062
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2002;1.356.035
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2001;1.285.184
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2000;1.160.635
24 León;Valor añadido bruto total;2022 (P);10.650.358
24 León;Valor añadido bruto total;2021;9.465.409
24 León;Valor añadido bruto total;2020;8.454.572
24 León;Valor añadido bruto total;2019;9.097.191
24 León;Valor añadido bruto total;2018;8.838.407
24 León;Valor añadido bruto total;2017;8.605.968
24 León;Valor añadido bruto total;2016;8.365.859
24 León;Valor añadido bruto total;2015;8.399.315
24 León;Valor añadido bruto total;2014;8.210.946
24 León;Valor añadido bruto total;2013;8.277.045
24 León;Valor añadido bruto total;2012;8.627.327
24 León;Valor añadido bruto total;2011;8.905.667
24 León;Valor añadido bruto total;2010;9.035.552
24 León;Valor añadido bruto total;2009;9.271.592
24 León;Valor añadido bruto total;2008;9.250.252
24 León;Valor añadido bruto total;2007;8.871.495
24 León;Valor añadido bruto total;2006;8.292.430
24 León;Valor añadido bruto total;2005;7.776.092
24 León;Valor añadido bruto total;2004;7.140.663
24 León;Valor añadido bruto total;2003;6.857.874
24 León;Valor añadido bruto total;2002;6.597.961
24 León;Valor añadido bruto total;2001;6.331.039
24 León;Valor añadido bruto total;2000;5.890.840
24 León;Impuestos netos sobre los productos;2022 (P);1.030.171
24 León;Impuestos netos sobre los productos;2021;989.015
24 León;Impuestos netos sobre los productos;2020;821.921
24 León;Impuestos netos sobre los productos;2019;944.597
24 León;Impuestos netos sobre los productos;2018;939.191
24 León;Impuestos netos sobre los productos;2017;900.179
24 León;Impuestos netos sobre los productos;2016;866.094
24 León;Impuestos netos sobre los productos;2015;858.508
24 León;Impuestos netos sobre los productos;2014;817.000
24 León;Impuestos netos sobre los productos;2013;791.507
24 León;Impuestos netos sobre los productos;2012;764.383
24 León;Impuestos netos sobre los productos;2011;770.528
24 León;Impuestos netos sobre los productos;2010;811.918
24 León;Impuestos netos sobre los productos;2009;632.475
24 León;Impuestos netos sobre los productos;2008;800.219
24 León;Impuestos netos sobre los productos;2007;991.046
24 León;Impuestos netos sobre los productos;2006;1.003.961
24 León;Impuestos netos sobre los productos;2005;904.986
24 León;Impuestos netos sobre los productos;2004;789.750
24 León;Impuestos netos sobre los productos;2003;715.262
24 León;Impuestos netos sobre los productos;2002;653.081
24 León;Impuestos netos sobre los productos;2001;625.599
24 León;Impuestos netos sobre los productos;2000;601.011
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (P);11.680.529
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021;10.454.424
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;9.276.493
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;10.041.788
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;9.777.598
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;9.506.147
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;9.231.953
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;9.257.823
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;9.027.946
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;9.068.552
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;9.391.710
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;9.676.195
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;9.847.470
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;9.904.067
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;10.050.471
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;9.862.541
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;9.296.391
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;8.681.078
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;7.930.413
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;7.573.136
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;7.251.042
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;6.956.638
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;6.491.851
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (P);13.715.915
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021;12.954.308
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;11.635.303
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;12.766.171
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;12.191.707
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;11.803.319
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;12.160.547
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;12.512.869
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;11.995.085
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;11.917.348
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;11.815.547
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;11.908.489
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;11.977.383
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;11.949.576
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;12.149.567
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;11.636.801
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;10.817.660
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;9.694.593
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;9.417.218
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;8.930.999
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;8.250.999
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;7.613.306
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;6.931.802
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2022 (P);458.002
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2021;751.851
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2020;759.449
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2019;645.009
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2018;659.766
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2017;604.300
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2016;578.158
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2015;537.792
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2014;508.552
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2013;605.270
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2012;501.793
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2011;553.728
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2010;639.544
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2009;600.231
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2008;675.428
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2007;725.680
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2006;694.771
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2005;681.045
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2004;743.422
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2003;828.780
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2002;741.403
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2001;711.289
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2000;635.612
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2022 (P);2.172.900
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021;1.970.679
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.195.693
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.194.672
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;1.106.075
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2017;1.082.591
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2016;1.571.566
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2015;1.672.604
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2014;1.714.004
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2013;1.771.143
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2012;1.733.998
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2011;1.784.587
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2010;1.837.605
